
6.36,29.37,9.02,806,Moderate Risk
8.37,32.25,14.73,1314,Critical Risk
8.30,18.59,15.43,1217,Critical Risk
7.93,31.00,3.60,313,Low Risk
6.45,26.05,12.40,1192,Critical Risk
7.57,22.93,3.14,140,Low Risk
6.76,17.63,15.15,1418,Critical Risk
5.82,32.31,13.31,1199,Critical Risk
8.71,18.15,19.15,1432,Critical Risk
5.98,21.20,1.84,1463,Critical Risk
8.83,20.80,1.61,672,Moderate Risk
7.06,32.43,6.00,924,Moderate Risk
6.15,28.45,5.60,738,Moderate Risk
7.40,30.93,5.32,534,Moderate Risk
8.56,20.01,18.17,1276,Critical Risk
8.06,27.50,5.37,645,Moderate Risk
8.32,26.43,5.80,805,Moderate Risk
7.81,31.66,15.31,1286,Critical Risk
7.92,33.12,9.27,715,Moderate Risk
8.47,15.24,15.65,1119,Critical Risk
6.37,28.48,1.77,917,Moderate Risk
7.21,16.04,10.01,1371,Critical Risk
6.27,25.98,1.16,686,Moderate Risk
8.96,20.75,1.72,675,Moderate Risk
8.80,21.14,18.18,1195,Critical Risk
5.64,22.06,3.22,1403,Critical Risk
7.97,27.43,10.88,1463,Critical Risk
8.74,21.68,8.52,811,Moderate Risk
6.13,29.65,7.27,751,Moderate Risk
7.49,23.09,18.05,1439,Critical Risk
8.70,16.37,0.93,796,Moderate Risk
5.62,30.68,13.44,1438,Critical Risk
7.94,20.72,19.29,1347,Critical Risk
6.54,23.66,11.42,1346,Critical Risk
8.74,28.71,18.77,1328,Critical Risk
8.90,21.65,1.52,584,Moderate Risk
8.80,16.13,8.67,908,Moderate Risk
7.16,22.48,5.57,524,Moderate Risk
8.52,33.89,14.75,1270,Critical Risk
8.46,27.83,19.64,1494,Critical Risk
6.62,28.43,5.50,583,Moderate Risk
8.40,27.65,13.26,1293,Critical Risk
5.63,18.98,4.36,1183,Critical Risk
7.59,23.37,11.52,1309,Critical Risk
6.31,30.02,9.55,785,Moderate Risk
5.92,17.03,19.45,1126,Critical Risk
5.77,20.56,12.37,1327,Critical Risk
7.94,20.53,7.32,613,Moderate Risk
6.69,23.64,2.72,155,Low Risk
8.04,34.61,3.45,415,Low Risk
5.73,16.35,4.89,1422,Critical Risk
6.60,25.37,5.39,821,Moderate Risk
7.39,18.59,17.09,1237,Critical Risk
8.27,34.41,11.44,1485,Critical Risk
6.62,17.27,10.71,1228,Critical Risk
7.69,23.07,2.74,146,Low Risk
8.60,29.76,17.27,1454,Critical Risk
7.66,29.09,14.59,1080,Critical Risk
6.32,23.45,1.82,778,Moderate Risk
5.59,21.93,14.30,1153,Critical Risk
8.55,22.95,11.10,1276,Critical Risk
5.57,20.29,2.09,1355,Critical Risk
8.56,19.11,9.44,790,Moderate Risk
7.35,24.66,9.95,868,Moderate Risk
8.79,20.37,3.73,535,Moderate Risk
8.30,20.75,18.94,1276,Critical Risk
8.99,28.14,17.07,1399,Critical Risk
6.73,34.37,13.55,1399,Critical Risk
8.19,27.07,9.51,829,Moderate Risk
6.91,16.54,8.53,883,Moderate Risk
7.18,16.51,13.19,1377,Critical Risk
7.70,34.03,11.14,1126,Critical Risk
8.56,20.95,1.71,567,Moderate Risk
8.94,16.84,10.49,1125,Critical Risk
8.19,26.98,16.22,1091,Critical Risk
6.96,27.47,9.46,817,Moderate Risk
6.97,27.97,1.51,427,Low Risk
8.08,20.35,15.83,1156,Critical Risk
6.34,15.30,4.43,911,Moderate Risk
5.89,34.30,5.54,1322,Critical Risk
6.74,20.02,3.71,129,Low Risk
6.51,28.52,6.94,664,Moderate Risk
6.54,29.13,15.26,1316,Critical Risk
6.32,27.20,10.63,1449,Critical Risk
5.65,21.26,4.50,1175,Critical Risk
5.56,20.42,17.62,1395,Critical Risk
8.96,26.95,17.65,1153,Critical Risk
7.00,32.32,17.48,1182,Critical Risk
6.85,33.93,5.16,546,Moderate Risk
7.88,17.12,9.30,794,Moderate Risk
6.26,18.10,19.71,1113,Critical Risk
8.82,33.89,15.55,1273,Critical Risk
8.25,29.73,1.03,252,Low Risk
5.81,32.66,1.77,1089,Critical Risk
6.96,19.05,9.55,897,Moderate Risk
8.58,26.75,18.23,1341,Critical Risk
8.81,29.02,11.00,1371,Critical Risk
7.14,28.60,10.21,1325,Critical Risk
7.65,23.16,2.56,416,Low Risk
6.08,15.31,13.31,1434,Critical Risk
8.97,26.66,16.53,1330,Critical Risk
6.31,20.06,7.92,901,Moderate Risk
8.80,24.01,15.62,1264,Critical Risk
7.77,34.15,19.31,1094,Critical Risk
7.63,22.98,4.47,410,Low Risk
7.29,31.80,10.70,1130,Critical Risk
6.31,18.77,6.10,589,Moderate Risk
6.12,28.45,15.96,1219,Critical Risk
6.27,34.54,11.76,1240,Critical Risk
6.15,17.04,12.87,1393,Critical Risk
8.23,15.17,16.06,1484,Critical Risk
6.73,23.67,8.22,611,Moderate Risk
5.70,16.85,18.34,1317,Critical Risk
8.89,29.97,10.89,1177,Critical Risk
8.59,33.29,3.58,816,Moderate Risk
8.75,23.68,14.07,1224,Critical Risk
8.98,20.17,15.97,1481,Critical Risk
6.11,23.69,6.68,875,Moderate Risk
6.89,29.47,17.21,1075,Critical Risk
8.15,15.18,18.17,1154,Critical Risk
7.94,26.79,5.90,812,Moderate Risk
6.04,27.27,19.68,1468,Critical Risk
8.36,27.75,3.24,146,Low Risk
6.29,19.84,4.44,844,Moderate Risk
6.28,29.28,4.09,607,Moderate Risk
7.38,16.83,17.93,1411,Critical Risk
7.58,18.99,13.26,1089,Critical Risk
7.53,32.55,3.47,229,Low Risk
5.82,29.77,9.09,1468,Critical Risk
8.57,15.27,12.50,1474,Critical Risk
6.43,19.97,2.13,942,Moderate Risk
5.95,19.29,17.71,1306,Critical Risk
8.61,20.42,16.17,1447,Critical Risk
8.84,19.95,10.35,1205,Critical Risk
8.52,16.25,19.36,1061,Critical Risk
8.33,24.18,8.65,582,Moderate Risk
7.79,29.65,19.69,1156,Critical Risk
7.43,27.13,13.52,1071,Critical Risk
5.80,28.46,12.88,1187,Critical Risk
6.93,16.62,3.74,446,Low Risk
6.80,34.03,17.70,1226,Critical Risk
6.41,31.77,8.84,625,Moderate Risk
8.03,31.10,3.66,359,Low Risk
7.24,31.46,0.75,156,Low Risk
5.78,33.65,11.42,1100,Critical Risk
6.27,25.89,10.78,1368,Critical Risk
7.89,19.01,14.53,1092,Critical Risk
5.77,27.34,17.86,1103,Critical Risk
8.48,29.86,2.05,108,Low Risk
7.23,29.76,14.76,1060,Critical Risk
7.18,25.43,4.15,123,Low Risk
7.57,16.37,17.23,1419,Critical Risk
8.39,22.42,16.47,1257,Critical Risk
6.72,33.42,11.05,1244,Critical Risk
7.87,26.69,14.35,1195,Critical Risk
7.48,25.77,6.63,702,Moderate Risk
6.43,20.38,9.69,827,Moderate Risk
8.58,22.37,16.52,1268,Critical Risk
8.29,32.91,9.46,813,Moderate Risk
7.80,28.33,7.48,834,Moderate Risk
8.48,30.75,10.14,1218,Critical Risk
8.54,24.09,16.65,1103,Critical Risk
7.98,27.60,7.04,602,Moderate Risk
8.43,19.97,3.89,296,Low Risk
7.94,29.11,14.38,1185,Critical Risk
7.88,23.55,16.61,1138,Critical Risk
7.67,23.85,2.46,273,Low Risk
8.13,27.99,5.18,885,Moderate Risk
6.06,33.73,3.27,913,Moderate Risk
8.58,16.28,7.28,896,Moderate Risk
8.55,31.49,9.28,725,Moderate Risk
5.60,20.85,15.10,1395,Critical Risk
8.39,23.88,13.20,1298,Critical Risk
5.95,15.44,12.61,1213,Critical Risk
6.67,21.02,7.37,886,Moderate Risk
8.10,25.05,16.91,1296,Critical Risk
6.06,16.12,9.69,574,Moderate Risk
8.36,24.82,19.59,1348,Critical Risk
8.41,33.54,12.87,1235,Critical Risk
7.28,17.11,2.96,162,Low Risk
5.52,30.29,13.69,1335,Critical Risk
6.50,23.19,6.84,836,Moderate Risk
7.66,28.10,13.88,1325,Critical Risk
8.93,20.20,1.86,576,Moderate Risk
7.71,18.19,3.91,187,Low Risk
6.41,18.21,17.19,1149,Critical Risk
7.72,16.41,4.93,212,Low Risk
7.39,18.71,16.82,1101,Critical Risk
8.23,28.28,5.95,941,Moderate Risk
5.87,32.63,13.04,1265,Critical Risk
8.16,31.28,14.04,1123,Critical Risk
7.39,28.70,10.50,1339,Critical Risk
8.87,17.21,6.45,781,Moderate Risk
6.70,20.78,4.65,117,Low Risk
7.71,21.20,1.15,286,Low Risk
8.76,20.00,6.43,551,Moderate Risk
5.86,25.30,13.24,1331,Critical Risk
8.78,25.71,18.80,1201,Critical Risk
7.91,22.14,17.49,1463,Critical Risk
5.74,22.08,15.44,1341,Critical Risk
6.55,31.57,15.87,1427,Critical Risk
7.98,30.79,13.47,1083,Critical Risk
5.74,21.16,5.58,1186,Critical Risk
7.54,33.28,18.19,1086,Critical Risk
6.71,34.06,13.58,1322,Critical Risk
7.67,21.53,11.43,1131,Critical Risk
5.66,22.09,2.66,1075,Critical Risk
8.55,25.11,9.22,749,Moderate Risk
8.91,33.82,9.48,857,Moderate Risk
8.89,32.53,17.36,1303,Critical Risk
8.12,17.05,11.16,1152,Critical Risk
5.96,22.85,7.92,1394,Critical Risk
8.15,26.07,19.55,1345,Critical Risk
5.59,25.06,2.66,1358,Critical Risk
5.58,18.88,8.74,1382,Critical Risk
6.63,32.18,1.32,121,Low Risk
7.21,28.54,14.93,1479,Critical Risk
8.20,31.76,18.40,1351,Critical Risk
7.89,32.18,5.96,776,Moderate Risk
7.06,29.97,17.24,1434,Critical Risk
6.46,23.78,6.20,629,Moderate Risk
8.99,27.21,18.26,1314,Critical Risk
6.99,18.21,15.20,1127,Critical Risk
7.08,28.47,16.20,1443,Critical Risk
6.07,18.59,0.85,712,Moderate Risk
8.28,28.88,19.27,1190,Critical Risk
7.93,19.59,14.67,1285,Critical Risk
6.27,17.35,6.44,647,Moderate Risk
5.79,18.31,16.67,1355,Critical Risk
7.88,15.04,5.99,680,Moderate Risk
7.79,29.37,17.52,1331,Critical Risk
6.46,29.65,2.70,703,Moderate Risk
8.83,25.30,14.22,1292,Critical Risk
6.03,18.23,11.04,1275,Critical Risk
7.01,16.67,2.38,375,Low Risk
8.80,15.38,5.22,830,Moderate Risk
6.97,18.31,0.74,314,Low Risk
7.73,32.82,9.64,649,Moderate Risk
6.89,19.83,6.37,627,Moderate Risk
6.46,22.09,12.17,1342,Critical Risk
8.94,17.11,6.30,557,Moderate Risk
6.93,19.45,6.35,631,Moderate Risk
8.63,25.38,14.99,1398,Critical Risk
6.30,27.16,1.44,936,Moderate Risk
6.25,19.91,18.11,1304,Critical Risk
5.61,16.15,17.12,1391,Critical Risk
7.78,22.82,13.52,1414,Critical Risk
6.79,19.68,12.07,1273,Critical Risk
8.53,19.39,17.90,1485,Critical Risk
7.16,34.20,4.11,420,Low Risk
8.89,27.33,2.04,808,Moderate Risk
6.15,26.14,5.17,681,Moderate Risk
8.54,23.32,15.99,1238,Critical Risk
8.22,23.58,1.18,301,Low Risk
8.20,25.82,11.86,1275,Critical Risk
8.46,28.93,19.91,1491,Critical Risk
8.16,29.04,17.19,1280,Critical Risk
7.69,18.43,10.67,1311,Critical Risk
5.96,25.00,1.74,1386,Critical Risk
5.61,23.24,16.71,1366,Critical Risk
8.72,32.41,12.18,1490,Critical Risk
7.66,27.63,2.74,264,Low Risk
8.29,25.65,2.33,262,Low Risk
7.19,17.31,18.24,1422,Critical Risk
5.91,27.11,13.55,1131,Critical Risk
5.94,17.34,16.67,1068,Critical Risk
7.90,21.74,17.64,1228,Critical Risk
7.01,17.86,11.65,1207,Critical Risk
6.20,28.84,10.59,1495,Critical Risk
7.22,19.13,8.89,569,Moderate Risk
5.72,22.84,6.68,1242,Critical Risk
7.54,32.91,8.97,844,Moderate Risk
6.44,19.09,15.59,1257,Critical Risk
8.29,25.16,12.24,1234,Critical Risk
6.59,23.39,17.90,1410,Critical Risk
7.09,15.36,9.15,813,Moderate Risk
5.54,30.86,12.34,1064,Critical Risk
5.75,16.38,12.81,1305,Critical Risk
6.87,24.49,12.04,1420,Critical Risk
7.18,26.21,14.20,1463,Critical Risk
7.60,27.57,5.13,738,Moderate Risk
6.52,28.77,10.49,1445,Critical Risk
7.93,20.07,2.53,305,Low Risk
8.51,15.20,8.00,583,Moderate Risk
8.23,29.47,10.01,1117,Critical Risk
5.64,25.71,13.22,1149,Critical Risk
7.18,31.72,19.04,1051,Critical Risk
5.87,31.43,12.21,1453,Critical Risk
6.35,31.87,15.00,1300,Critical Risk
8.95,24.70,10.37,1371,Critical Risk
6.00,21.67,12.87,1291,Critical Risk
7.25,30.83,1.88,254,Low Risk
7.66,24.03,5.46,888,Moderate Risk
7.96,18.67,7.56,812,Moderate Risk
7.46,32.10,9.71,784,Moderate Risk
5.53,32.65,1.39,1106,Critical Risk
6.64,24.33,3.23,401,Low Risk
7.31,16.51,5.90,808,Moderate Risk
5.81,22.76,19.44,1167,Critical Risk
6.73,31.07,6.96,946,Moderate Risk
5.62,33.04,9.90,1163,Critical Risk
5.78,19.07,4.32,1370,Critical Risk
6.89,16.34,12.41,1132,Critical Risk
5.96,32.55,5.97,1267,Critical Risk
7.49,22.79,4.54,418,Low Risk
7.91,25.84,10.57,1113,Critical Risk
8.30,34.36,0.61,416,Low Risk
6.20,16.33,0.65,839,Moderate Risk
6.09,27.97,4.77,893,Moderate Risk
5.87,16.48,1.22,1177,Critical Risk
7.73,22.51,2.61,140,Low Risk
7.97,31.08,7.11,625,Moderate Risk
5.61,23.67,16.15,1309,Critical Risk
8.78,34.94,11.65,1208,Critical Risk
5.68,26.18,10.50,1120,Critical Risk
7.39,21.42,6.22,637,Moderate Risk
7.98,19.40,18.67,1058,Critical Risk
8.55,22.01,8.24,533,Moderate Risk
8.00,22.45,2.20,263,Low Risk
8.31,16.37,12.53,1345,Critical Risk
6.69,22.39,2.72,240,Low Risk
8.35,24.28,7.23,686,Moderate Risk
5.78,29.45,10.39,1323,Critical Risk
8.63,28.13,17.55,1113,Critical Risk
7.42,29.18,10.12,1277,Critical Risk
8.36,15.17,14.19,1213,Critical Risk
7.08,19.35,19.86,1428,Critical Risk
7.75,28.23,3.06,434,Low Risk
7.34,24.68,5.86,727,Moderate Risk
8.06,15.11,8.19,931,Moderate Risk
5.79,31.09,8.73,1112,Critical Risk
5.71,30.46,8.51,1496,Critical Risk
6.36,25.97,18.20,1215,Critical Risk
6.06,16.33,14.42,1163,Critical Risk
8.55,30.33,12.35,1489,Critical Risk
6.27,26.67,6.53,541,Moderate Risk
8.92,30.64,16.56,1412,Critical Risk
6.68,30.03,19.12,1093,Critical Risk
6.14,31.06,16.51,1351,Critical Risk
8.26,25.36,0.53,132,Low Risk
7.81,17.81,12.91,1336,Critical Risk
7.24,28.42,1.50,220,Low Risk
7.44,27.41,5.52,731,Moderate Risk
8.02,29.85,1.66,413,Low Risk
6.30,18.40,12.27,1385,Critical Risk
8.99,18.90,13.89,1333,Critical Risk
8.91,32.81,2.73,909,Moderate Risk
7.78,30.00,7.98,610,Moderate Risk
6.20,33.16,9.40,611,Moderate Risk
7.88,30.17,7.70,763,Moderate Risk
5.75,26.94,2.86,1180,Critical Risk
5.61,28.08,8.67,1434,Critical Risk
6.40,32.78,15.15,1376,Critical Risk
7.12,26.58,1.88,384,Low Risk
8.54,27.65,2.06,904,Moderate Risk
8.05,18.13,7.42,767,Moderate Risk
8.10,24.48,18.86,1148,Critical Risk
6.99,29.33,13.54,1187,Critical Risk
6.71,20.42,13.73,1413,Critical Risk
6.80,19.05,7.56,887,Moderate Risk
8.96,21.28,12.08,1280,Critical Risk
5.64,19.83,0.70,1238,Critical Risk
8.53,19.30,12.90,1086,Critical Risk
7.53,23.50,18.31,1193,Critical Risk
7.04,33.16,12.45,1225,Critical Risk
8.04,25.14,17.54,1261,Critical Risk
7.20,18.76,14.62,1173,Critical Risk
8.56,16.54,2.85,737,Moderate Risk
8.65,28.92,18.10,1224,Critical Risk
6.98,22.66,1.80,263,Low Risk
6.47,31.44,10.91,1365,Critical Risk
7.57,28.19,3.27,86,Low Risk
8.69,30.92,0.73,695,Moderate Risk
6.24,20.44,8.73,901,Moderate Risk
7.68,28.85,6.25,666,Moderate Risk
7.71,20.28,9.98,923,Moderate Risk
8.07,33.78,11.76,1430,Critical Risk
5.96,27.73,1.35,1437,Critical Risk
8.01,21.49,2.90,432,Low Risk
8.68,20.39,11.39,1367,Critical Risk
6.13,18.82,7.19,800,Moderate Risk
6.33,28.89,14.72,1484,Critical Risk
8.90,19.37,13.22,1400,Critical Risk
6.13,26.91,16.99,1475,Critical Risk
8.49,20.29,14.00,1139,Critical Risk
7.22,28.24,8.88,898,Moderate Risk
6.37,31.30,13.62,1480,Critical Risk
8.55,30.56,5.87,736,Moderate Risk
7.06,30.22,6.47,621,Moderate Risk
7.30,18.75,15.89,1366,Critical Risk
6.76,16.77,9.21,699,Moderate Risk
7.58,28.98,16.07,1436,Critical Risk
6.07,22.37,16.54,1448,Critical Risk
6.87,23.65,17.22,1346,Critical Risk
8.89,15.62,18.37,1105,Critical Risk
6.40,20.19,8.90,745,Moderate Risk
7.80,15.67,6.72,859,Moderate Risk
6.64,32.58,11.85,1186,Critical Risk
8.21,19.87,7.74,614,Moderate Risk
5.96,26.15,12.22,1195,Critical Risk
8.89,15.78,14.26,1144,Critical Risk
7.09,28.34,13.92,1398,Critical Risk
6.33,21.46,7.80,540,Moderate Risk
5.76,32.96,3.75,1485,Critical Risk
6.09,32.76,8.90,898,Moderate Risk
7.32,21.51,3.28,259,Low Risk
6.68,33.02,17.86,1061,Critical Risk
8.40,34.92,7.24,601,Moderate Risk
7.01,31.51,3.51,374,Low Risk
6.37,31.90,1.00,659,Moderate Risk
7.66,19.98,13.09,1439,Critical Risk
7.97,26.53,12.92,1444,Critical Risk
6.08,16.35,7.14,827,Moderate Risk
6.09,16.90,1.90,934,Moderate Risk
5.63,34.98,8.49,1298,Critical Risk
8.08,21.53,6.57,941,Moderate Risk
7.82,29.96,13.70,1103,Critical Risk
7.16,31.13,12.31,1101,Critical Risk
8.45,32.16,7.61,574,Moderate Risk
8.32,34.95,4.75,212,Low Risk
7.55,19.83,19.77,1146,Critical Risk
8.54,15.81,9.35,761,Moderate Risk
6.22,23.22,13.92,1211,Critical Risk
5.89,17.60,3.24,1452,Critical Risk
6.44,15.45,9.97,728,Moderate Risk
5.70,22.21,1.04,1054,Critical Risk
7.36,30.67,10.36,1232,Critical Risk
8.78,26.32,19.30,1127,Critical Risk
5.64,21.26,7.99,1230,Critical Risk
5.93,28.09,1.26,1398,Critical Risk
7.08,19.64,1.10,129,Low Risk
8.77,15.29,8.07,916,Moderate Risk
6.61,30.29,3.62,179,Low Risk
7.28,27.47,0.96,264,Low Risk
5.65,30.25,15.25,1290,Critical Risk
6.02,15.78,9.44,922,Moderate Risk
8.95,31.74,6.14,547,Moderate Risk
8.88,27.39,18.05,1103,Critical Risk
5.52,26.27,2.76,1394,Critical Risk
8.83,27.49,19.14,1282,Critical Risk
7.74,32.29,6.62,760,Moderate Risk
8.54,26.74,17.82,1177,Critical Risk
7.09,26.62,12.26,1448,Critical Risk
7.30,34.81,16.62,1192,Critical Risk
7.21,30.13,19.69,1340,Critical Risk
7.83,23.85,6.12,611,Moderate Risk
5.99,29.15,19.24,1132,Critical Risk
5.60,22.78,8.09,1111,Critical Risk
6.58,19.58,8.02,644,Moderate Risk
7.97,26.94,7.14,520,Moderate Risk
6.21,33.56,11.06,1425,Critical Risk
